step,epoch,loss,lr
345,1,1.34845233,5.19e-06
346,1,1.37530971,5.22e-06
347,1,1.37772584,5.22e-06
348,1,1.37698936,5.25e-06
349,1,1.38557911,5.25e-06
350,1,1.32970095,5.28e-06
351,1,1.30521393,5.28e-06
352,1,1.28919327,5.31e-06
353,1,1.33637357,5.31e-06
354,1,1.38320446,5.34e-06
355,1,1.21547306,5.34e-06
356,1,1.39674735,5.37e-06
357,1,1.26884282,5.37e-06
358,1,1.29533005,5.4e-06
359,1,1.24759483,5.4e-06
360,1,1.30373883,5.43e-06
361,1,1.30532920,5.43e-06
362,1,1.32182682,5.46e-06
363,1,1.32962692,5.46e-06
364,1,1.30127656,5.49e-06
365,1,1.26952648,5.49e-06
366,1,1.22432828,5.52e-06
367,1,1.34876049,5.52e-06
368,1,1.24371421,5.55e-06
369,1,1.33740544,5.55e-06
370,1,1.34216452,5.58e-06
371,1,1.22928953,5.58e-06
372,1,1.24528098,5.61e-06
373,1,1.18228126,5.61e-06
374,1,1.29938161,5.64e-06
375,1,1.16709423,5.64e-06
376,1,1.23109579,5.67e-06
377,1,1.20446432,5.67e-06
378,1,1.26696467,5.7e-06
379,1,1.18254924,5.7e-06
380,1,1.21896791,5.73e-06
381,1,1.18718910,5.73e-06
382,1,1.31671178,5.76e-06
383,1,1.16371441,5.76e-06
384,1,1.19672775,5.79e-06
385,1,1.24263906,5.79e-06
386,1,1.15602350,5.82e-06
387,1,1.12586474,5.82e-06
388,1,1.16698909,5.85e-06
389,1,1.12682462,5.85e-06
390,1,1.20289171,5.88e-06
391,1,1.11610699,5.88e-06
392,1,1.10079062,5.91e-06
393,1,1.24854934,5.91e-06
394,1,1.17774856,5.94e-06
395,1,1.15392244,5.94e-06
396,1,1.14336896,5.97e-06
397,1,1.13259244,5.97e-06
398,1,1.13989186,6e-06
399,1,1.07644355,6e-06
400,1,1.08225894,6.03e-06
401,1,0.99229258,6.03e-06
402,1,1.13676083,6.06e-06
403,1,1.11467361,6.06e-06
404,1,1.22698700,6.09e-06
405,1,1.10538554,6.09e-06
406,1,1.12670350,6.12e-06
407,1,1.12299263,6.12e-06
408,1,1.07849395,6.15e-06
409,1,1.06777501,6.15e-06
410,1,1.12286949,6.18e-06
411,1,1.04120779,6.18e-06
412,1,1.08827531,6.21e-06
413,1,1.09732413,6.21e-06
414,1,1.09885073,6.24e-06
415,1,1.11908746,6.24e-06
416,1,1.11318386,6.27e-06
417,1,1.11012959,6.27e-06
418,1,1.08069968,6.3e-06
419,1,1.13510633,6.3e-06
