step,epoch,loss,lr
10643,22,0.19818237,2.415e-05
10644,22,0.20442422,2.4225e-05
10645,22,0.19005796,2.4225e-05
10646,22,0.19616832,2.43e-05
10647,22,0.16544366,2.43e-05
10648,22,0.19169070,2.4375e-05
10649,22,0.19700713,2.4375e-05
10650,22,0.17999184,2.445e-05
10651,22,0.19418211,2.445e-05
10652,22,0.19657709,2.4525e-05
10653,22,0.18640821,2.4525e-05
10654,22,0.19788972,2.46e-05
10655,22,0.19837853,2.46e-05
10656,22,0.20289096,2.4675e-05
10657,22,0.17747651,2.4675e-05
10658,22,0.17135021,2.475e-05
10659,22,0.19813533,2.475e-05
10660,22,0.18176736,2.4825e-05
10661,22,0.20358641,2.4825e-05
10662,22,0.19880784,2.49e-05
10663,22,0.19171591,2.49e-05
10664,22,0.18902095,2.4975e-05
10665,22,0.18946902,2.4975e-05
10666,22,0.19070865,2.505e-05
10667,22,0.17849724,2.505e-05
10668,22,0.18951720,2.5125e-05
10669,22,0.21323615,2.5125e-05
10670,22,0.16883107,2.52e-05
10671,22,0.20073220,2.52e-05
10672,22,0.19244547,2.5275e-05
10673,22,0.22129048,2.5275e-05
10674,22,0.20418985,2.535e-05
10675,22,0.21262847,2.535e-05
10676,22,0.19552404,2.5425e-05
10677,22,0.18491337,2.5425e-05
10678,22,0.19234915,2.55e-05
10679,22,0.18298990,2.55e-05
10680,22,0.18837017,2.5575e-05
10681,22,0.19045782,2.5575e-05
10682,22,0.19968349,2.565e-05
10683,22,0.19609910,2.565e-05
10684,22,0.20653853,2.5725e-05
10685,22,0.20853455,2.5725e-05
10686,22,0.21340220,2.58e-05
10687,22,0.19608231,2.58e-05
10688,22,0.21282414,2.5875e-05
10689,22,0.21868666,2.5875e-05
10690,22,0.19196945,2.595e-05
10691,22,0.20595129,2.595e-05
10692,22,0.19257684,2.6025e-05
10693,22,0.19835502,2.6025e-05
10694,22,0.21560870,2.61e-05
10695,22,0.18581921,2.61e-05
10696,22,0.19231267,2.6175e-05
10697,22,0.18431070,2.6175e-05
10698,22,0.21360634,2.625e-05
10699,22,0.18442053,2.625e-05
10700,22,0.20041867,2.6325e-05
10701,22,0.18410672,2.6325e-05
10702,22,0.20684104,2.64e-05
10703,22,0.18421894,2.64e-05
10704,22,0.20172593,2.6475e-05
10705,22,0.19547851,2.6475e-05
10706,22,0.18418618,2.655e-05
10707,22,0.18924530,2.655e-05
10708,22,0.19339421,2.6625e-05
10709,22,0.20366867,2.6625e-05
10710,22,0.19943829,2.67e-05
10711,22,0.21972091,2.67e-05
10712,22,0.19782946,2.6775e-05
10713,22,0.20841320,2.6775e-05
10714,22,0.18688226,2.685e-05
10715,22,0.19613263,2.685e-05
10716,22,0.18867843,2.6925e-05
10717,22,0.19984058,2.6925e-05
10718,22,0.18828440,2.7e-05
10719,22,0.22311391,2.7e-05
10720,22,0.20462854,2.7075e-05
10721,22,0.19916281,2.7075e-05
10722,22,0.19958134,2.715e-05
10723,22,0.21154295,2.715e-05
10724,22,0.19552806,2.7225e-05
10725,22,0.22132039,2.7225e-05
10726,22,0.18829229,2.73e-05
10727,22,0.19306631,2.73e-05
10728,22,0.19734545,2.7375e-05
10729,22,0.20150411,2.7375e-05
10730,22,0.18078132,2.745e-05
10731,22,0.18153210,2.745e-05
10732,22,0.19915904,2.7525e-05
10733,22,0.18137914,2.7525e-05
10734,22,0.20205525,2.76e-05
10735,22,0.19433570,2.76e-05
10736,22,0.18087800,2.7675e-05
10737,22,0.18400392,2.7675e-05
10738,22,0.20418784,2.775e-05
10739,22,0.18491527,2.775e-05
10740,22,0.19561259,2.7825e-05
10741,22,0.21175721,2.7825e-05
10742,22,0.21451437,2.79e-05
10743,22,0.19928432,2.79e-05
10744,22,0.19942382,2.7975e-05
10745,22,0.19250093,2.7975e-05
10746,22,0.18960027,2.805e-05
10747,22,0.20561966,2.805e-05
10748,22,0.20848627,2.8125e-05
10749,22,0.21139643,2.8125e-05
10750,22,0.19429407,2.82e-05
10751,22,0.19903408,2.82e-05
10752,22,0.18867053,2.8275e-05
10753,22,0.20206559,2.8275e-05
10754,22,0.16790983,2.835e-05
10755,22,0.16448970,2.835e-05
10756,22,0.19999871,2.8425e-05
